Syllable/Combination,汉字
ding2|214,㞟㫀㴿䵺仃奵嵿濎艼葶薡酊鐤頂顁顶鼎鼑
ding3|51,㝎啶奠定忊掟椗汀矴碇碠磸聢腚萣蝊訂订釘鋌錠钉铤锭顁飣饤
jing1A|55,㸒䪫䴖京亰仱兢坕坙婛巠徑惊旌旍晟晶橸殑氏泾涇猄睛秔稉箐粇粳精経經经聙腈茎荆荊莖菁葏蜻醒鋞青驚鯨鲸鵛鶁鶄麖麠鼱
jing2|214,㘫䜘丼井儆刭剄坓宑幜憬憼擏景暻汫汬烴獷璄璟璥睛穽肼蟼警阱頚頴頸颈
jing3|51,㢣㣏㬌㵾䔔䝼䵞井俓倞傹净凈劲勁境妌婙婧弪弳径徑憼擏敬曔桱梷檠殑浄淨瀞獍痉痙竞竟竧竫競竸精經经胫脛葝誩踁迳逕鏡镜陘靓靖靘静靚靜
jing5,燝
ling1A|55,拎
ling1B|35,〇㖫㡵㥄㦭㪮㬡㯪㱥㲆㸳㻏㾉䄥䈊䉁䉖䉹䌢䍅䔖䕘䖅䙥䚖䠲䡼䡿䧙䨩䮚䯍䰱䴇䴒䴫令伶倰冷凌刢呤囹坽夌姈婈孁岭岺崚彾怜掕昤朎柃棂棱櫺欞泠淩澪灵燯爧狑玲琌瓴皊砱磷祾秢稜竛笭紷綾绫羚翎聆舲苓菱蓤蔆蕶蘦蛉衑袊裬詅跉軨輘酃醽釘鈴錂铃閝阾陵零霊霗霛霝靇靈駖魿鯪鲮鴒鸰鹷麢齡齢龄龗
ling2|214,䕘令冷岭嶺彾怜泠袊軨阾領领
ling3|51,令凌另呤炩
ling5,瀮
ming1B|35,㝠䄙䆩䊅䏃䫤䳟冥名嫇明暝朙榠洺溟猽盟眀眳瞑茗萌蓂螟覭鄍銘铭鳴鸣
ming2|214,㟰㫥佲凕姳嫇慏溟皿酩
ming3|51,䒌名命椧詺
ming5,掵
ning1B|35,㝕㲰䆨䗿䭢儜冰凝咛嚀嬣宁寍寕寗寜寧拧擰攘柠檸濘狞獰甯疑聍聹苧薴鑏鬡鬤鸋
ning2|214,䗿拧擰橣矃鑏
ning3|51,㣷㿦䔭佞侫倿宁寧年拧擰泞泥澝濘甯
ping1A|55,䛣乒俜堋娉涄甹砯砰竮聠艵頩
ping1B|35,㵗㺸㻂䈂䍈䓑䶄倗冯凭凴呯坪塀屏屛岼帡帲幈平慿憑枰檘泙洴淜焩玶瓶甁硑秤箳簈缾胓苹荓萍蓱蘋蚲蛢評评軿輧郱鉼馮鮃鲆
ping2|214,頩
ping3|51,䀻聘
qing1A|55,䨝倾傾卿圊埥寈廎慶氢氫淸清漀綪蜻軽輕轻郬鑋靑青靘頃鯖鲭鶄
qing1B|35,㯳䝼䞍䲔剠勍啨夝情擎擏晴暒棾樈檠殑氰甠精葝請鯨黥
qing2|214,㩩㷫䔛䯧傾庼廎檾涇漀磬綮苘莔請謦请頃顷
qing3|51,㵾䂩䋜䡖䯧亲倩儬凊声庆廎慶掅櫦殸清渹濪硜碃磬箐綮罄胜親請謦輕靘
qing5,硘
ting1A|55,㓅䇸䋼䯕厅厛听庁庍廰廳朾桯汀渟烃烴町綎耓聴聼聽艼鞓
ting1B|35,㹶㼗䁎䗴䱓亭停奠婷嵉庭廷挺楟榳渟筳聤莛葶蜓蝏諪邒閮霆鼮
ting2|214,䅍䦐䱓䵺侱侹圢娗挺梃涏烶珵珽町甼脡艇莛誔鋌铤閮頲颋
ting3|51,忊梃汀濎
xing1A|55,〇㙚㷣䃏䕟䗌兴垶嫈嬹惺星曐煋狌猩瑆皨箵篂胜腥興蛵觪觲謃騂骍鮏鯹
xing1B|35,㐩㓝㣜㼛䣆䤯侀刑坓型娙巠形洐滎熒研硎荥行邢郉鈃鉶銒鋞钘铏陉陘餳饧
xing2|214,㝭㨘䳙擤省睲箵醒
xing3|51,㓑㚔㼬䁄䂔䓷䛭䰢倖兴姓婞嬹幸性悻杏涬睲緈臖興荇莕行鋞鿿
xing5,哘裄
yung1A|55,㐯㜉㟾㴩㻾㽫䗸䧡佣傭嗈噰墉壅嫞庸廱慵拥擁槦滽澭灉牅痈癕癰臃蕹邕郺鄘銿鏞镛雍雝饔鱅鳙鷛
yung1B|35,㝘䗤喁嵱庸揘遇顒颙鰫鱅
yung2|214,㙲㛚㦶㦷㴄㷏䞻俑傛勇勈咏噰埇塎容嵱彮怺恿悀惥愑愹慂柡栐永泳涌湧澭甬硧禜筩臾蛹詠踊踴邕飬鯒鲬
yung3|51,㞲㶲佣傭用砽苚醟
jyung1A|55,冂冋冏坰坷垧埛扃扄泂浻瀅絅蘏蘔銄顈駉駫
jyung2|214,㓏㢠㤯㯋㷗㷡䌹䢛侰僒冂冋冏囧扃昋泂浻澃炅炯烱煚煛熒熲燛窘絅綗臦臩褧迥逈鎣顈颎
jyung3|51,䅃
qyung1A|55,穹芎跫銎鞠
qyung1B|35,㑋㒌㝁㧭㮪㷀㼇䁚䃔䅃䆳䊄䓖䛪䠻儝卭嬛宆惸憌桏橩焪焭煢熍琁琼璚瓊瓗睘瞏穷穹窮竆笻筇舼茕藑藭蛩蛬赹跫邛銎
xyung1A|55,㐫㚾兄兇凶匂匈哅忷恟汹洶胷胸芎訩詾讻賯
xyung1B|35,䧺熊能赨雄
xyung2|214,昫焽
xyung3|51,䠗夐宪敻焸詗诇
you1A|55,㗀㱊㳊㴗䥳优優呦嚘奥妋幽忧怮悠憂懮攸櫌泅泑滺瀀獶纋耰逌鄾麀
you1B|35,㒡㕱㘥㚭㛜㫍㳛㳺㽕㾞䍃䑻䖻䚃䚻䢊䢟优偤冘尢尤峳庮怞怣揂揄斿朓柚楢櫾汓汼沋油浟游犹猶猷由甴疣秞繇聱肬莜莤莸蕕蚘蚰蝣蝤訧輏輶逌逰遊邮郵鈾铀駀魷鮋鯈鱿鲉
you2|214,㮋㰶㶭䅎䒴䬀䱂䳑丣卣友坳庮懮戭有栯梄楢槱湵牖牗禉羐羑羗聈脜脩苃莠蚴蜏酉銪铕黝
you3|51,㓜㕗㤑㹨㺠䀁䆜䛻䞥亴佑侑又右叹哊唀囿姷孧宥峟幼忧扰有柚梎櫾油牰犹狖疣痏祐糿蚴褎誘诱貁迶酭釉銹鼬
you5,蒏
diou1A|55,丟丢銩铥颩
jiou1A|55,㥢㧃㸨㽱䆶䡂䰗丩九剹勼啾噍愁揂揪揫摎救朻樛湫牞稵穋究糺糾繆纠萛蝤赳阄鬏鬮鳩鸠
jiou1B|35,㺵
jiou2|214,㡱久乆九乣奺杦氿汣灸玖糺紤舏酒镹韭韮
jiou3|51,㙀㝌㠇㤹㩆㲃㺩䅢䆒䊆䊘䓘䛮䡂䬨䳎䳔倃僦匓匛匶厩咎就廄廏廐慦捄救旧柩柾桕欍殧湫疚究臼舅舊赳鯦鷲鹫麔齨
jiou5,蹴
liou1A|55,溜瀏熘蹓
liou1B|35,㐬㽞䉧䗜䚧䝀䬟䰘䱖䱞䶉刘劉嚠媹嵧懰摎斿旈旒榴橊沠泵流浏游溜漻瀏琉瑠瑬璢畄留畱疁瘤癅硐硫磂聊蒥蓅藰蟉裗遛鎏鎦鏐鐂镏镠飀飅飗餾馏駠駵騮驑骝鰡鶹鹠麍
liou2|214,㚹㧕䉧䬟僂嬼懰柳栁桞桺橮泖熮珋留綹绺罶羀蓼蔞藰鉚鋶锍
liou3|51,㙀㨨㶯㽌䄂六塯廇溜澑畂留碌磂磟窌翏蹓遛鎦鏐镏陆陸雡霤飂餾馏鬸鷚鹨
miou3|51,嘐繆缪謬谬
niou1A|55,妞
niou1B|35,㖻㽱䒜怓汼牛牜
niou2|214,㺲䂇䏔忸扭杻沑炄狃紐纽莥鈕钮靵
niou3|51,䋴抝拗蚴
qiou1A|55,㐀㚱㳋䆋䐐䠓䨂䱸䲡丘丠區坵媝恘惆楸橚櫹湫秋秌穐篍緧萩蓲蘒蚯蝵蟗蠤趥遒邱邺鞦鞧鰌鰍鱃鳅鶖鹙龜龝龟
qiou1B|35,㐤㕤㛏㞗㟈㤹㥢㧨㭝㷕㺩㺫䊵䎿䜪䟵䣇䤛仇俅厹叴唒囚团崷巯巰扏捄朹梂殏毬氽氿求汓泅浗渞湭煪牫犰玌球璆皳盚紌絿肍艽莍虬虯蛷蝤裘觓觩訄訅賕赇趜逎逑遒酋醔釓釚釻銶馗鮂鯄鰽鳩鼽
qiou2|214,䊆䞭搝糗
qiou3|51,䟬䠗愀踆
xiou1A|55,㱗㳜㵻㹋㾋䏫䐰䗛䡭休俢修咻庥樇櫹烋烌煦羞脙脩臹茠蓨貅銝鎀鏅飍饈馐髤髹鮴鱃鵂鸺
xiou1B|35,苬
xiou2|214,㱙㽲宿朽滫潃糔綇
xiou3|51,㗜㾋嗅嚊宿岫峀溴珛琇璓秀綉繍繡绣臭莠螑袖褎褏銹鏅鏥鏽锈齅
o1A|55,哟唷喔喲噢育
o1B|35,哦
o2|214,嚄
o3|51,哦喔
o5,哟喔喲嚛
bo1A|55,㞈䃗䝛䭦僠剝剥哱啵妭嶓帗拔拨撥播波溊潑潘玻番癶癷發皪盋砵碆磻紴缽脖般菠蕃袚袰趵蹳鉢钵餑饽驋鮁鱍鲅
bo1B|35,㗘㟑㩧㩭㪍㬍㬥㬧㴾㵨㶿㹀㼎㼟㼣䂍䄶䊿䌟䍸䑈䗚䙏䞳䟔䟛䟮䢌䢪䥬䪇䪬䬪䭯䮀䮡䯋䰊䳁䵗䶈亳仢伯佛侼僰勃募博哱嚗壆孛帛彴怕愽懪拍挬搏暴服柏柭桲榑欂殕泊浡淿渤溥瀑煿爆牔犦犻狛猼瓝瓟白百礡礴秡穛箔簙簿肑胉脖膊舶艊艴苩茀茷菩葧蒲蔔薄薜袯袹襏襮詙豰跑踣郣鈸鉑鋍鎛鑮钹铂镈餺馎馛馞駁駮驳髆髉魄鮊鲌鵓鹁
bo2|214,㝿播箥簸蚾跛
bo3|51,孹擗擘柏檗檘簸糪蔢薄薜蘖蘗襎譒
bo5,卜啵噃萡蔔
fo1B|35,仏仸佛坲梻
lo5,咯囖
mo1A|55,摸摹
mo1B|35,䃺䊳䭩䯢么劘嚤嚩嚰嫫嬷尛庅戂摩摸摹撫擵攠无模橅無磨糢膜藦蘑謨謩譕谟饃饝馍髍魔魹麽
mo2|214,䩋䯢懡抹
mo3|51,㱄㱳㵹㶬㷬㷵㹮䁼䁿䏞䒬䘃䜆䬴䮬䱅䳮䴲万伯佰冒劰勿唜嗼嘿圽塻墨妺嫼寞帓帕帞抹昧昩暯末枺歾歿殁没沫湐漠瀎爅狢獏瘼百皌眜眽眿瞐瞙砞磨礳秣粖絈絔縸纆耱脈脉艒茉莈莫蓦藐藦蛨蟆蟔袜袹貃貈貉貊貌貘鄚銆鏌镆陌靺鞨驀魩默黙
mo5,怽
po1A|55,㗶㧊䍨䥽坡岥朴泊泺泼溌潑濼翍跛酦醱釙鉕鏺钋陂頗颇
po1B|35,㨇㩯䋣嘙婆巿搫櫇番皤繁蔢謈鄱
po2|214,剖叵尀笸鉕钷頗颇駊
po3|51,㛘㤕䄸䎅䎊䞟䣪䣮䨰䪖䪙䯙哱奤尃屰岶廹敀昢朴泊洦溥烞猼珀皛破砶粕膊蒪迫酦醗醱釙霸頗馞髆魄
po5,桲
ou1A|55,䉱䌔䙔䥲䧢区區吽呕嘔塸慪摳敺樞櫙欧歐殴毆沤漚熰瓯甌筽紆膒蓲藲謳讴醧鏂鴎鷗鸥
ou1B|35,齵
ou2|214,㒖㰶㸸㼴偶吘呕嘔歐澫甌耦腢蕅藕遇
ou3|51,㭝䌂呕嘔怄慪握沤渥漚熰
ou5,嘔
cou1A|55,楱
cou2|214,㔌趣趨
cou3|51,凑奏揍族湊簇腠蔟藪輳辏
chou1A|55,㨨㮲䀺䌷䛣妯婤抽掫揄搊牰犨犫瘳眣篘紬謅跾醔
chou1B|35,㐜㤽㦞㵞㾄㿒㿧䊭䌧䌷䓓䱔䲖仇俦儔嚋圳嬦帱幬怞惆愁懤擣栦椆檮燽畤畴疇皗盩稠筹籌紬絒綢绸菗薵裯詶譸讎讐踌躊酧酬醻雔雠魗鮋鯈
chou2|214,䪮丑丒侴偢吜媿扭杻杽瞅矁醜鈕魗
chou3|51,䔏殠溴簉臭臰遚
dou1A|55,㓸㨮侸兜兠剅吺唗橷氀瞗窬篼蔸都
dou2|214,㞳㪷乧唞抖斗枓蚪鈄钭阧陡
dou3|51,㛒㢄㤱䄈䇺䕆䛠䬦吋投斗斣梪毭浢瀆痘窦竇脰荳讀读豆逗逾郖酘鋀閗闘餖饾鬥鬦鬪鬬鬭
fou1A|55,不
fou1B|35,垺紑裦
fou2|214,䬏不否妚殕炰缶缹缻芣衃雬鴀
gou1A|55,㗕㡚㽛䃓䐟䑦䬲䵶佝冓勾區句呴拘搆枸沟泃溝痀篝簼緱缑苟袧褠軥鈎鉤钩鞲韝鴝
gou2|214,㺃岣枸狗玽笱耇耈耉芶苟蚼豿鮈
gou3|51,㗕㜌㝅㝤㨌䃓䝭䪷傋冓勾句呴坸垢够夠姤媾彀搆撀构構煹茩袧覯觏訽詬诟豰購购軥遘鉤雊鴝
hou1A|55,呴齁
hou1B|35,㗋㤧㬋㮢㺅䂉䗔䙈䫛䳧侯喉帿猴瘊睺矦篌糇翭翵腄葔鄇銗鍭餱骺鯸
hou2|214,㖃㸸吼吽呴犼
hou3|51,㖃㫗㰯㰻䗔䞀䞧䪷侯候厚后垕堠後洉詬豞逅郈鮜鱟鲎鲘
kou1A|55,䁱刳剾嫗彀彄抠挎摳毆眍眗瞘芤鏂
kou2|214,㸸劶口竘
kou3|51,㓂㜌㰯䍍䳹佝冦區叩宼寇怐扣敂溝滱瞉窛筘簆茠蔲蔻釦鷇
lou1A|55,䁖搂摟瞜
lou1B|35,㟺㡞㥪㲎㺏䄛䝏䣚䫫䮫䱾偻僂剅喽嘍娄婁寠廔慺楼樓溇漊漏熡牢瞜窶耧耬艛蒌蔞蝼螻謱軁遱鞻髅髏
lou2|214,㪹䅹嘍塿嵝嶁搂摟漊甊篓簍耬
lou3|51,㔷屚漏瘘瘺瘻鏤镂陋露
lou5,喽嘍
mou1A|55,哞
mou1B|35,㭌䋷䏬䗋䜼䥐䱕件侔劺呣堥婺恈敄桙毋洠牟眸瞴繆缪蛑蟱袤謀谋踎鉾鍪鞪鴾麰
mou2|214,䍒䍙厶某畝
nou1B|35,㝹䨲羺譨
nou2|214,㜌㳶啂
nou3|51,䅶䘫䰭嬬搙擩槈檽獳耨譳鎒鐞
pou1A|55,䬌剖吥娝捊
pou1B|35,㧵㩠䎧䯽垺抔抙捊掊涪箁裒襃錇
pou2|214,㕻㰴䯽䳝咅哣培堷婄抱掊棓犃瓿部
pou3|51,踣
rou1B|35,㽥䐓䧷䰆厹媃揉柔渘煣瑈瓇禸粈糅腬葇蝚蹂輮鍒鑐鞣騥髳鰇鶔
rou2|214,楺煣葇蹂輮韖
rou3|51,㖻䏔宍楺肉莥
sou1A|55,䈭䐹䑹䗏䤹䩳䬒䮟䱸凁叟嗖廀廋捒捜搜摉摗撨敕涑溲潚獀艘蒐蓃螋鄋醙鎪鏉锼颼颾飕餿馊騪
sou2|214,㖩㛐㟬䈹䉤䏂䮟傁叜叟嗾擞擻族棷櫢溲瞍籔蓃薮藪謏
sou3|51,嗖嗽搜擞擻欶瘶謏
shou1A|55,㧃収收敊
shou1B|35,熟
shou2|214,㝊䭭垨守手掱艏首龵
shou3|51,㖟㥅䛵兽受售嘼壽夀守寿授涭濤狩獣獸痩瘦綬绶膄醻鏉
shou5,扌
tou1A|55,偷偸婾媮愉鋀鍮
tou1B|35,㓱㡏㢏䕱䵉亠头投緰褕逗頭骰
tou2|214,㪗㰯㳆㼥䚵䱏妵敨斢紏蘣諭諳钭飳黈
tou3|51,㖣㰯䞬䟝埱綉透
tou5,头頭
zou1A|55,㻓䅳偢掫棷棸箃緅芻菆諏诹趣邹郰鄒鄹陬騶驺鯫鲰黀齱齺
zou2|214,搊走赱鯐龰
zou3|51,㔌㔿㵵䠫奏媰揍族楱
zhou1A|55,㗙㨄䎇䑼䓟䧓侏侜倜僽周啁喌嚋婤州徟掫洀洲淍炿烐珘皺盩矪粥縐翢舟調諏謅譸诌诪賙赒輈輖辀週郮銂霌駲騆鬻鵃鸼
zhou1B|35,㛩妯柚碡軸轴
zhou2|214,㫶䏔䖞帚扭晭疛睭箒肘胕舳菷鯞
zhou3|51,㑇㑳㣙㤘㥮㼙㾭㿒䈙䋓䎻䐢䛆䩜䶇伷僽冑呪咒咮啄喙噣宙扭昼晝椆注甃皱皺祝籀籒籕粙紂紬縐繇纣绉育胄荮葤薵詋詶軸轴逐酎鈾駎騶驟骤
wu1A|55,㮧䖚䡧䵦乌兀剭呜喔嗚圬屋巫弙恶惡扜扝於杅杇歍汙汚污洿渥烏盓窏箼螐誈誣诬趶邬鄔釫鎢钨鰞鴮
wu1B|35,㷻㹳㻍䉑䍢䓊䦜䫓䮏亡侉俉務吳吴吾呉唔墲娪峿幠廡憮捂无梧橆毋母洖浯無牾珸璑瞀祦禑筽芜茣莁蕪蜈蝥蟱譕郚鋘鋙铻鯃鵐鷡鹀鼯齬
wu2|214,㐅㑄㒇㚢㬳㵲䒉䟼䡧䳇乄五仵伍侮俉倵儛務午呒啎嘸埡堥塢妩娒娬嫵庑廡忤怃憮捂摀旿橆武母潕熓牾玝珷瑦甒瞴碔膴舞蕪躌迕逜陚鵡鹉
wu3|51,㐳㘬㡔㽾䀛䁷䃖䎸䑁䛩䜑䦍䨁䳱乌仡伆兀务務勿卼唔嗚噁坞塢奦娪婺寤屼岉嵍嵨忢忤恶悞悟悮惡戊扤揾敄旄旿晤杌柮梧沕渞溩烏焐熃物珷痦矹窹笏粅芴蘁蝥誤误迕逜鋈阢隖雺雾霚霧霿靰騖骛鶩鹜鼿齀
wu5,錻
bu1A|55,哺峬庯晡秿誧逋鈽钸陠餔鯆鵏
bu1B|35,不僕輹轐醭鳪
bu2|214,㙛㨐䀯䋠䪁䪔卜卟哺喸堡拊捕捬撲补補鵏鸔
bu3|51,㘵㚴㱛㳍㻉㾟䊇䍌䏽䑰䒀䝵䬏䳝䴺不佈勏吥咘埔埗埠婄尃布廍怖悑抪捗柨步歨歩溥瓿箁篰簿荹蔀薄踄部郶鈈钚附陠鞴餔餢鿻
cu1A|55,怚粗蔍觕麁麄麆麤
cu1B|35,䓚䢐䣯且徂殂
cu2|214,皻蔖
cu3|51,㗤䃚䙯䛤䟟䠓䠞䥄䥘促卒噈娕娖媨憱戚捽槭猝瘄瘯簇縐縬脨蔟誎趗趣趥趨踀踓踤踧蹙蹴蹵酢醋錯顣鼀
chu1A|55,㗙䝙䢺出初嘔岀摢摴樗櫖貙踰齣
chu1B|35,㕏㕑㛀㡡㶆㾻䅳䅷䊰䎝䟞䠂䠧儲刍助厨媰幮廚橱櫉櫥涂滁犓篨耝耡芻著蒢蒭蕏藸蜍蟵蠩諸豠趎跦蹰躇躕鉏鋤锄除雏雛鶵
chu2|214,䖏䙘䶥储儲処处憷杵柠椘楚楮檚濋璴础礎處褚鸀齭齼
chu3|51,㔘㙇㤕㾥䇍䎌䐍䐢䖏䜴䟣䦌亍俶傗儊処嘼埱处怵慉憷拀搐敊斶柷欪歜淑滀炪珿琡畜矗硫祝竌竐絀絮绌臅菆蓫處觕触觸詘諔豖踀鄐閦鸀黜
chu5,榋橻
du1A|55,㞘㧻䐁䦠䩲䰩剢厾嘟堵督都醏闍阇
du1B|35,㒔㱩㸿㾄䓯䙱䢱䪅䫳䮷儥凟匵噣嬻椟樚櫝殰毒涜渎瀆牍牘犊犢独獨瓄皾碡竇纛罜蝳裻襡読讀讟读豄贕錖鑟韇韣韥頓顿騳髑黩黷
du2|214,䀾䈞䐗厾堵帾暏杜琽睹竺笃篤肚覩賭赌鍺陼
du3|51,㓃㡯䟻䲧剫土塗妒妬宅度斁晵杜橐殬渡睪秺肚芏荰螙蠧蠹詫鍍镀靯
fu1A|55,㕊㩤㭪㲗䃿䄮䎔䓏䓵䱐䴸不伕傅呋垺夫妋姇娐孵尃怤懯拊捊敷旉枎柎沕溥烰玞琈璷甫痡砆稃筟粰糐紨綒肤胕膚芣荂荴蓲衭豧趺跗邞鄜鈇附鳺麩麬麱麸
fu1B|35,㔗㚕㚘㜑㟊㠅㪄㫙䃽䈏䋹䌿䍖䑧䕎䘠䞞䞯䟮䡍䨗䪙䭮䳕䵾乀伏佛俘冹凫刜包匐咈咐哹坿垘垺夫姇孚宓岪巿市帗幅幞弗彳彿怫扶拂服枎枹柫柭栿桴棴榑氟汱沸泭洑浮涪澓炥烰玸琈甶畉畐畗癁砩祓福稪符笰箁箙粰紱紼絥綍纀绂绋罘罦翇胕艀艴芙芣芾苻茀茯莩菔萉葍虙蚨蜉蝠袚袱複襆襥諨費踾輻辐还郍郛酻鉘鉜錇鞴韍韛韨颫颰髴鮄鮲鳧鴔鵩鶝黻
fu2|214,㓡㕮䋨䌗䗄䞤䩉䫍䫝䵾乶俌俛俯哺嘸尃府弣抚拊捬撨撫斧柎椨滏焤父甫盙簠胕脯腐腑莆蚥蜅軵輔辅郙釜釡鈇頫鬴鳬黼
fu3|51,㙏㚆㠅㤔㤱㬼㳇㷆㽬㾈䂤䒄䒇䔰䘀䝾䞜䞯䞸䟔䠵䦣䧞䨱䪔䪙䭸䭻䮛䯱仅付伏偩偪傅冨副咐坿報复妇婏婦媍嬎嬔富峊復怀捬掊服柎椱榑洑父祔福禣秿竎紨緮縛缚腹萯蕧蚥蚹蛗蝜蝮袝複褔覄覆訃詂讣豧負賦賻负赋赙赴跗軵輹邚鍑鍢阜阝附陚馥駙驸鮒鰒鲋鳆
fu5,酜
gu1A|55,㱠㼋䉉䐻估呱呴咕哌唂嗗姑嫴孤家枯柧橭毂沽泒瓠皋盬磆笟箍箛篐罛胍苽菇菰蓇蛄觚軱軲轂轱辜酤鈲骨鮕鴣鸪
gu1B|35,䜼䮩骨鶻
gu2|214,㒴㚉㯏㾶䀇䀜䀦䀰䅽䐨䡰䵻䶜傦古唃啒嘏夃尳愲扢榖榾櫎毂汩沽淈滑濲瀔焸牯皷皼盬瞽穀糓縎罟羖股脵臌苦蓇薣蛄蛊蛌蠱角詁诂谷賈贾轂逧鈷钴離餶馉骨骰鵠鹄鹘鼓鼔
gu3|51,㧽㽽䇢䍛䓢估僱凅古告固堌崓崮怘故梏棝牿痼盬祻稒鈷錮锢雇顧顾鯝鲴
gu5,咕
hu1A|55,㦆㦌㧮㧾㫚㳷㺀䓤䨚䩐䬍䰧䴣䴯乎乯匢匫呼唿嘑垀寣幠忽恗惚惡戏戯戲昒曶欻歑泘淲淴滹烀糊膴芔芴苸虍虖謼軤轷雐雽
hu1B|35,㗅㪶㯛㴶㽇㾰䁫䈸䉉䉿䊀䎁䚛䞱䠒䧼䩴䭅䭌䭍和喖嘝囫壶壷壺媩弧抇搰斛核楜槲汩沍湖瀫焀煳狐猢瑚瓠瓡瓳礐箶糊絗縎縠胡葫蔛虖蝴螜衚觳醐鈷鋘鍸隺頶餬鬍魱鰗鴩鵠鶘鶦鶮鶻鹄鹕鹘
hu2|214,䗂乕俿唬汻浒淲滸滹琥箎萀虎虝許许錿鯱
hu3|51,㕆㦿㨭㱿㷤㸦㺉䇘䊺䍓䕶䤕䨼䪝乥互冱冴嗀嗃嘑嚛姱婟嫭嫮岵帍弖怘怙戶户戸戽扈护摢擭昈枑楛槴沍沪洿淈滬濩熩瓠祜穫笏簄粐糊綔羽胍芐芦苦蔰虎虖觷護豰鄠鍙雇雽韄頀魱鱯鳠鳸鸌鹱
ku1A|55,㗄㩿㪂㱠㲄㵠䂗䉐䧊䯇刳古哭圐圣堀崫扝挎掘搰朏枯桍泏矻窋窟跍郀骷鮬
ku2|214,䇢楛狜苦
ku3|51,㠸䔯䵈俈喾嚳库庫廤捁焅瘔硞秙絝绔袴裤褲趶跨酷鮬齁
lu1A|55,噜嚕撸擼謢
lu1B|35,㠠㢳㪭㭔㱺㿖䡎䥨䮉䰕卢嚧垆壚庐廬攎曥枦栌櫨泸瀘炉爐獹玈璷瓐盧矑籚纑罏胪膚臚舮舻艫芦蘆蠦轤轳鈩鑪顱颅髗魲鱸鲈鸕鸬鹵黸
lu2|214,㔪㢚㯭䲐卤嚕塷掳擄擼樐橹櫓氌滷澛瀂硵磠艣艪芦蓾蘆虏虜鏀鐪鑥镥魯鲁鹵
lu3|51,㓐㖨㛬㜙㟤㦇㪐㪖㫽㯝㯟㼾㿖䃙䌒䍡䎑䎼䐂䘵䚄䟿䡜䩮䱚䴪侓僇六剹勎勠圥坴塶娽峍廘彔录戮摝攄椂樚淕淥渌漉潞熝琭璐甪瘳盝睩硉碌磟祿禄稑穋箓簏簬簵簶籙粶緑繆绿翏膔菉蓼蔍蕗虂螰角觮觻谷賁賂赂趢路踛蹗輅轆辂辘逯鄜酪醁錄録錴鏕鏴陆陸露騄騼鯥鱳鵦鵱鷺鹭鹿麓
lu5,氇
mu1B|35,䱯墲模母毪氁獏
mu2|214,㟂䥈亩坶姆姥娒峔拇母牡牳畆畒畝畞畮砪胟茻踇鉧
mu3|51,㙁㜈㣎㧅㾇䀲䊾䑵仫凩募嘿坶墓婺幕幙慔慕暮木朰朷楘樢毣沐炑牟牧狇目睦穆縸繆艒苜莫莯萺蚞鉬钼雮霂鞪鶩
nu1B|35,㚢仅奴孥帑挐砮笯駑驽
nu2|214,伮努呶弩擩砮胬
nu3|51,㣽傉怒搙肭褥詉
pu1A|55,䮒䲕䴆仆僕剥卜噗扑抪撲擈攴攵朴柨潽炇痡砲秿豧鋪铺陠鯆鵏
pu1B|35,㒒㯷㲫㺪䈬䈻䑑䔕䗱䧤䴆仆僕匍圤墣扶捗樸濮獛璞瞨穙箁纀脯苻荹莆菐菩葡蒱蒲蜅襆贌酺鏷镤鵏
pu2|214,㹒䗱圃圑埔普暜朴樸檏氆浦溥潽烳甫諩譜谱蹼鐠镨
pu3|51,㬥䗱堡暴曝瀑痡舖舗鋪铺
pu5,巬巭
ru1B|35,㐵㨎㾒䋈䞕䰰侞偄儒吺咮嚅如嬬孺帤挐曘桇檽洳渪溽濡燸獳筎繻臑茹蒘蕠薷蝡蠕袽襦邚醹銣鑐铷需顬颥鱬鴑鴽
ru2|214,㳶㼋乳女擩汝肗辱鄏
ru3|51,㦺㹘㾒䄾入嗕媷扖擩月杁洳溽縟缛肉蓐褥鳰
ru5,嶿
su1A|55,㢝㲞䌚䲆卹囌捽櫯甦稡稣穌窣苏蘇蘓酥鯂
su1B|35,俗圱
su3|51,㑉㑛㓘㔄㕖㜚㝛㨞㩋㪩㬘㯈㴋㴑㴼䃤䅇䎘䏋䑿䔎䘘䛾䥔傃僁僳嗉嗖埣塐塑夙嫊宿愫愬憟搬摵梀棴榡樎樕橚殐泝洬涑溯溸潚潥玊珟璛碿簌粛粟素縤縮缩肃肅膆莤蓿蔌藗觫訴謖诉谡趚蹜速遡遬鋉餗驌骕鱐鷫鹔
shu1A|55,㑐㓱㡏㸡㼡䇬䨹䩱䱙书俆俶倏倐儵兪叔姝娶尗忬悆抒捈掓揄摅攄書朱杸枢梳樞橾殊殳毹毺氀淑瀭焂瑹疋疎疏紓紵綀纾翛舒荼菽蔬豫跾踈軗輸输透鄃陎除鮛鵨
shu1B|35,㒔㯮䃞䴰售塾婌孎孰尗术熟璹秫蒣蠾贖赎
shu2|214,㻿䑕䝪䞖䟉属屬数數暏暑曙潻癙稌籔糬署蔬薥薯藪藷蜀蠴襡襩鐲鱪鱰黍鼠鼡
