CH	UCODE	CRZJ_1	INIT	FINL	TONE	DESC	DESC_CRZJ_1
粗	U+7C97	cou1A|55	c	ou	1A|55		
粘	U+7C98	zim1A|55	z	im	1A|55		
粘	U+7C98	nim1A|55	n	im	1A|55		
粘	U+7C98	lim1A|55	l	im	1A|55		
粘	U+7C98	nim1B|21	n	im	1B|21		
粘	U+7C98	lim1B|21	l	im	1B|21		
粙	U+7C99	zeu3B|22	z	eu	3B|22		
粚	U+7C9A	ci1A|55	c	i	1A|55		
粛	U+7C9B	suk4Aa|5	s	uk	4Aa|5		
粜	U+7C9C	tiu3A|33	t	iu	3A|33		
粝	U+7C9D	lei3B|22	l	ei	3B|22		
粞	U+7C9E	sei1A|55	s	ei	1A|55		
粟	U+7C9F	suk4Aa|5	s	uk	4Aa|5		
粠	U+7CA0	hung1B|21	h	ung	1B|21		
粡	U+7CA1	tung1B|21	t	ung	1B|21		
粢	U+7CA2	zi1A|55	z	i	1A|55		
粣	U+7CA3	san2A|35	s	an	2A|35		
粤	U+7CA4	jyut4B|2	j	yut	4B|2		
粥	U+7CA5	zuk4Aa|5	z	uk	4Aa|5		
粥	U+7CA5	juk4B|2	j	uk	4B|2		
粦	U+7CA6	loen1B|21	l	oen	1B|21		
粧	U+7CA7	zong1A|55	z	ong	1A|55		
粨	U+7CA8					百米	bak4Ab|3 mei2B|13
粩	U+7CA9	lou2B|13	l	ou	2B|13		
粪	U+7CAA	fen3A|33	f	en	3A|33		
粫	U+7CAB	ji1B|21	j	i	1B|21		
粬	U+7CAC	kuk4Aa|5	k	uk	4Aa|5		
粭	U+7CAD	hep4B|2	h	ep	4B|2		
粮	U+7CAE	leong1B|21	l	eong	1B|21		
粯	U+7CAF	han3B|22	h	an	3B|22		
粰	U+7CB0	fu1A|55	f	u	1A|55		
粱	U+7CB1	leong1B|21	l	eong	1B|21		
粲	U+7CB2	can3A|33	c	an	3A|33		
粳	U+7CB3	geng1A|55	g	eng	1A|55		
粴	U+7CB4					公里	gung1A|55 leai2B|13
粵	U+7CB5	jyut4B|2	j	yut	4B|2		
粶	U+7CB6	luk4B|2	l	uk	4B|2		
粷	U+7CB7	guk4Aa|5	g	uk	4Aa|5		
粸	U+7CB8	keai1B|21	k	eai	1B|21		
粹	U+7CB9	soei3B|22	s	oei	3B|22		
粹	U+7CB9	soei2B|13	s	oei	2B|13		
粹	U+7CB9	soei3A|33	s	oei	3A|33		
粺	U+7CBA	bai3B|22	b	ai	3B|22		
粺	U+7CBA	bei3B|22	b	ei	3B|22		
粺	U+7CBA	peai1B|21	p	eai	1B|21		
粻	U+7CBB	zeong1A|55	z	eong	1A|55		
粼	U+7CBC	loen1B|21	l	oen	1B|21		
粽	U+7CBD	zung2A|35	z	ung	2A|35		
粽	U+7CBD	zung3A|33	z	ung	3A|33		
精	U+7CBE	zing1A|55	z	ing	1A|55		
精	U+7CBE	zeang1A|55	z	eang	1A|55		
粿	U+7CBF	gwo2A|35	gw	o	2A|35		
粿	U+7CBF	go2A|35	g	o	2A|35		
糀	U+7CC0	fa1A|55	f	a	1A|55		
糁	U+7CC1	sem2A|35	s	em	2A|35		
糁	U+7CC1	sam2A|35	s	am	2A|35		
糂	U+7CC2	sem2A|35	s	em	2A|35		
糂	U+7CC2	sam2A|35	s	am	2A|35		
糃	U+7CC3	tong1B|21	t	ong	1B|21		
糄	U+7CC4	bin2A|35	b	in	2A|35		
糅	U+7CC5	jeu2A|35	j	eu	2A|35		
糅	U+7CC5	neu3B|22	n	eu	3B|22		
糅	U+7CC5	leu3B|22	l	eu	3B|22		
糆	U+7CC6	min3B|22	m	in	3B|22		
糇	U+7CC7	heu1B|21	h	eu	1B|21		
糈	U+7CC8	soei2A|35	s	oei	2A|35		
糉	U+7CC9	zung2A|35	z	ung	2A|35		
糉	U+7CC9	zung3A|33	z	ung	3A|33		
糊	U+7CCA	wu1B|21	w	u	1B|21		
糊	U+7CCA	wu2A|35	w	u	2A|35		
糋	U+7CCB	zin3A|33	z	in	3A|33		
糌	U+7CCC	zam1A|55	z	am	1A|55		
糌	U+7CCC	za1A|55	z	a	1A|55		
糍	U+7CCD	ci1B|21	c	i	1B|21		
糎	U+7CCE					厘米	leai1B|21 mei2B|13
糏	U+7CCF	sit4Ab|3	s	it	4Ab|3		
糐	U+7CD0	fu1A|55	f	u	1A|55		
糑	U+7CD1	nik4Aa|5	n	ik	4Aa|5		
糑	U+7CD1	lik4Aa|5	l	ik	4Aa|5		
糒	U+7CD2	beai3B|22	b	eai	3B|22		
糓	U+7CD3	guk4Aa|5	g	uk	4Aa|5		
糔	U+7CD4	seu1A|55	s	eu	1A|55		
糕	U+7CD5	gou1A|55	g	ou	1A|55		
糖	U+7CD6	tong1B|21	t	ong	1B|21		
糖	U+7CD6	tong2A|35	t	ong	2A|35		
糗	U+7CD7	jeu2A|35	j	eu	2A|35		
糗	U+7CD7	ceu3A|33	c	eu	3A|33		
糘	U+7CD8	ga1A|55	g	a	1A|55		
糙	U+7CD9	cou3A|33	c	ou	3A|33		
糚	U+7CDA	zong1A|55	z	ong	1A|55		
糛	U+7CDB	tong1B|21	t	ong	1B|21		
糜	U+7CDC	meai1B|21	m	eai	1B|21		
糝	U+7CDD	sem2A|35	s	em	2A|35		
糝	U+7CDD	sam2A|35	s	am	2A|35		
糞	U+7CDE	fen3A|33	f	en	3A|33		
糟	U+7CDF	zou1A|55	z	ou	1A|55		
糠	U+7CE0	hong1A|55	h	ong	1A|55		
糡	U+7CE1	geong3B|22	g	eong	3B|22		
糢	U+7CE2	mou1B|21	m	ou	1B|21		
糣	U+7CE3	sem2A|35	s	em	2A|35		
糤	U+7CE4	san2A|35	s	an	2A|35		
糥	U+7CE5	no3B|22	n	o	3B|22		
糥	U+7CE5	lo3B|22	l	o	3B|22		
糦	U+7CE6	ci3A|33	c	i	3A|33		
糧	U+7CE7	leong1B|21	l	eong	1B|21		
糨	U+7CE8	geong3B|22	g	eong	3B|22		
糩	U+7CE9	kui2A|35	k	ui	2A|35		
糩	U+7CE9	kwui2A|35	kw	ui	2A|35		
糪	U+7CEA	bak4Ab|3	b	ak	4Ab|3		
糫	U+7CEB	wan1B|21	w	an	1B|21		
糬	U+7CEC	syu1B|21	s	yu	1B|21		
糭	U+7CED	zung3A|33	z	ung	3A|33		
糮	U+7CEE	ham2B|13	h	am	2B|13		
糯	U+7CEF	no3B|22	n	o	3B|22		
糯	U+7CEF	lo3B|22	l	o	3B|22		
糯	U+7CEF	no2A|35	n	o	2A|35		
糯	U+7CEF	lo2A|35	l	o	2A|35		
糰	U+7CF0	tyun1B|21	t	yun	1B|21		
糱	U+7CF1	jit4B|2	j	it	4B|2		
糱	U+7CF1	jip4B|2	j	ip	4B|2		
糲	U+7CF2	lei3B|22	l	ei	3B|22		
糳	U+7CF3	zok4B|2	z	ok	4B|2		
糴	U+7CF4	deak4B|2	d	eak	4B|2		
糵	U+7CF5	jit4B|2	j	it	4B|2		
糵	U+7CF5	jip4B|2	j	ip	4B|2		
糶	U+7CF6	tiu3A|33	t	iu	3A|33		
糷	U+7CF7	lan3B|22	l	an	3B|22		
糸	U+7CF8	mik4B|2	m	ik	4B|2		
糹	U+7CF9					繑絲邊	kiu2B|13 si1A|55 bin1A|55
糺	U+7CFA	geu2A|35	g	eu	2A|35		
糺	U+7CFA	deu2A|35	d	eu	2A|35		
糺	U+7CFA	giu2A|35	g	iu	2A|35		
系	U+7CFB	hei3B|22	h	ei	3B|22		
系	U+7CFB	hei2A|35	h	ei	2A|35		
系	U+7CFB	gei3A|33	g	ei	3A|33		
糼	U+7CFC	gung1A|55	g	ung	1A|55		
糽	U+7CFD	zeng2A|35	z	eng	2A|35		
糾	U+7CFE	geu2A|35	g	eu	2A|35		
糾	U+7CFE	deu2A|35	d	eu	2A|35		
糾	U+7CFE	giu2A|35	g	iu	2A|35		
糿	U+7CFF	jeu3A|33	j	eu	3A|33		
紀	U+7D00	geai2A|35	g	eai	2A|35		
紀	U+7D00	geai3A|33	g	eai	3A|33		
紁	U+7D01	ca3A|33	c	a	3A|33		
紂	U+7D02	zeu3B|22	z	eu	3B|22		
紃	U+7D03	coen1B|21	c	oen	1B|21		
約	U+7D04	jeok4Ab|3	j	eok	4Ab|3		
約	U+7D04	wok4B|2	w	ok	4B|2		
紅	U+7D05	hung1B|21	h	ung	1B|21		
紅	U+7D05	hung2A|35	h	ung	2A|35		
紅	U+7D05	gung1A|55	g	ung	1A|55		
紆	U+7D06	jyu1A|55	j	yu	1A|55		
紇	U+7D07	het4B|2	h	et	4B|2		
紇	U+7D07	get4Aa|5	g	et	4Aa|5		
紈	U+7D08	jyun1B|21	j	yun	1B|21		
紉	U+7D09	jen3B|22	j	en	3B|22		
紊	U+7D0A	men3B|22	m	en	3B|22		
紊	U+7D0A	men2B|13	m	en	2B|13		
紋	U+7D0B	men1B|21	m	en	1B|21		
紋	U+7D0B	men2A|35	m	en	2A|35		
紋	U+7D0B	men3B|22	m	en	3B|22		
紌	U+7D0C	keu1B|21	k	eu	1B|21		
納	U+7D0D	nap4B|2	n	ap	4B|2		
納	U+7D0D	lap4B|2	l	ap	4B|2		
紎	U+7D0E	zi1A|55	z	i	1A|55		
紏	U+7D0F	teu2A|35	t	eu	2A|35		
紐	U+7D10	neu2A|35	n	eu	2A|35		
紐	U+7D10	leu2A|35	l	eu	2A|35		
紑	U+7D11	feu1B|21	f	eu	1B|21		
紒	U+7D12	gei3A|33	g	ei	3A|33		
紓	U+7D13	syu1A|55	s	yu	1A|55		
純	U+7D14	soen1B|21	s	oen	1B|21		
純	U+7D14	zoen2A|35	z	oen	2A|35		
紕	U+7D15	peai1A|55	p	eai	1A|55		
紕	U+7D15	peai1B|21	p	eai	1B|21		
紖	U+7D16	zen3B|22	z	en	3B|22		
紖	U+7D16	zen3A|33	z	en	3A|33		
紗	U+7D17	sa1A|55	s	a	1A|55		
紘	U+7D18	weng1B|21	w	eng	1B|21		
紙	U+7D19	zi2A|35	z	i	2A|35		
級	U+7D1A	kep4Aa|5	k	ep	4Aa|5		
紛	U+7D1B	fen1A|55	f	en	1A|55		
紜	U+7D1C	wen1B|21	w	en	1B|21		
紝	U+7D1D	jem3B|22	j	em	3B|22		
紝	U+7D1D	jem1B|21	j	em	1B|21		
紞	U+7D1E	dam2A|35	d	am	2A|35		
紞	U+7D1E	dem2A|35	d	em	2A|35		
紟	U+7D1F	gem1A|55	g	em	1A|55		
紟	U+7D1F	gem3A|33	g	em	3A|33		
素	U+7D20	sou3A|33	s	ou	3A|33		
紡	U+7D21	fong2A|35	f	ong	2A|35		
索	U+7D22	sok4Ab|3	s	ok	4Ab|3		
索	U+7D22	suk4Ab|3	s	uk	4Ab|3		
索	U+7D22	sak4Ab|3	s	ak	4Ab|3		
紣	U+7D23	coei3A|33	c	oei	3A|33		
紤	U+7D24	geu2A|35	g	eu	2A|35		
紥	U+7D25	zat4Ab|3	z	at	4Ab|3		
紦	U+7D26	ba1A|55	b	a	1A|55		
紧	U+7D27	gen2A|35	g	en	2A|35		
紨	U+7D28	fu1A|55	f	u	1A|55		
紩	U+7D29	dit4B|2	d	it	4B|2		
紪	U+7D2A	cei1A|55	c	ei	1A|55		
紫	U+7D2B	zi2A|35	z	i	2A|35		
紬	U+7D2C	ceu1B|21	c	eu	1B|21		
紬	U+7D2C	ceu1A|55	c	eu	1A|55		
紭	U+7D2D	weng1B|21	w	eng	1B|21		
紮	U+7D2E	zat4Ab|3	z	at	4Ab|3		
累	U+7D2F	loei3B|22	l	oei	3B|22		
累	U+7D2F	loei2B|13	l	oei	2B|13		
累	U+7D2F	loei1B|21	l	oei	1B|21		
細	U+7D30	sei3A|33	s	ei	3A|33		
細	U+7D30	sei2A|35	s	ei	2A|35		
紱	U+7D31	fet4Aa|5	f	et	4Aa|5		
紲	U+7D32	sit4Ab|3	s	it	4Ab|3		
紲	U+7D32	jei3B|22	j	ei	3B|22		
紳	U+7D33	sen1A|55	s	en	1A|55		
紴	U+7D34	bo1A|55	b	o	1A|55		
紵	U+7D35	cyu2B|13	c	yu	2B|13		
紶	U+7D36	koei1A|55	k	oei	1A|55		
紷	U+7D37	ling1B|21	l	ing	1B|21		
紸	U+7D38	zyu3A|33	z	yu	3A|33		
紹	U+7D39	siu3B|22	s	iu	3B|22		
紺	U+7D3A	gem3A|33	g	em	3A|33		
紻	U+7D3B	jeong2A|35	j	eong	2A|35		
紼	U+7D3C	fet4Aa|5	f	et	4Aa|5		
紽	U+7D3D	to1B|21	t	o	1B|21		
紾	U+7D3E	zen2A|35	z	en	2A|35		
紾	U+7D3E	cen2A|35	c	en	2A|35		
紿	U+7D3F	doi3B|22	d	oi	3B|22		
紿	U+7D3F	toi2B|13	t	oi	2B|13		
絀	U+7D40	zyut4Ab|3	z	yut	4Ab|3		
絀	U+7D40	zyut4B|2	z	yut	4B|2		
絀	U+7D40	zoet4Aa|5	z	oet	4Aa|5		
絁	U+7D41	si1A|55	s	i	1A|55		
終	U+7D42	zung1A|55	z	ung	1A|55		
絃	U+7D43	jin1B|21	j	in	1B|21		
絃	U+7D43	jyun1B|21	j	yun	1B|21		
組	U+7D44	zou2A|35	z	ou	2A|35		
絅	U+7D45	gwing2A|35	gw	ing	2A|35		
絆	U+7D46	bun3B|22	b	un	3B|22		
絇	U+7D47	koei1B|21	k	oei	1B|21		
絈	U+7D48	mek4B|2	m	ek	4B|2		
絉	U+7D49	soet4B|2	s	oet	4B|2		
絊	U+7D4A	zoei3A|33	z	oei	3A|33		
絋	U+7D4B	kwong3A|33	kw	ong	3A|33		
絋	U+7D4B	kong3A|33	k	ong	3A|33		
経	U+7D4C	ging1A|55	g	ing	1A|55		
絍	U+7D4D	jem3B|22	j	em	3B|22		
絍	U+7D4D	jem1B|21	j	em	1B|21		
絎	U+7D4E	hong1B|21	h	ong	1B|21		
絏	U+7D4F	jei3B|22	j	ei	3B|22		
絏	U+7D4F	sit4Ab|3	s	it	4Ab|3		
結	U+7D50	git4Ab|3	g	it	4Ab|3		
結	U+7D50	lit4Ab|3	l	it	4Ab|3		
結	U+7D50	gei3A|33	g	ei	3A|33		
絑	U+7D51	zyu1A|55	z	yu	1A|55		
絒	U+7D52	ceu1B|21	c	eu	1B|21		
絓	U+7D53	gwa3A|33	gw	a	3A|33		
絔	U+7D54	bak4Ab|3	b	ak	4Ab|3		
絕	U+7D55	zyut4B|2	z	yut	4B|2		
絕	U+7D55	zyut	z	yut			
絖	U+7D56	kwong3A|33	kw	ong	3A|33		
絖	U+7D56	kong3A|33	k	ong	3A|33		
絗	U+7D57	wet4B|2	w	et	4B|2		
絘	U+7D58	ci3A|33	c	i	3A|33		
絙	U+7D59	geng1A|55	g	eng	1A|55		
絙	U+7D59	geng2A|35	g	eng	2A|35		
絚	U+7D5A	geng1A|55	g	eng	1A|55		
絚	U+7D5A	geng2A|35	g	eng	2A|35		
絛	U+7D5B	tou1A|55	t	ou	1A|55		
絜	U+7D5C	git4Ab|3	g	it	4Ab|3		
絝	U+7D5D	fu3A|33	f	u	3A|33		
絞	U+7D5E	gau2A|35	g	au	2A|35		
絟	U+7D5F	cyun1A|55	c	yun	1A|55		
絠	U+7D60	goi2A|35	g	oi	2A|35		
絡	U+7D61	lok4Ab|3	l	ok	4Ab|3		
絡	U+7D61	lok	l	ok			
絡	U+7D61	lok4B|2	l	ok	4B|2		
絢	U+7D62	hyun3A|33	h	yun	3A|33		
絢	U+7D62	soen1A|55	s	oen	1A|55		
絣	U+7D63	beng1A|55	b	eng	1A|55		
絤	U+7D64	sin3A|33	s	in	3A|33		
絥	U+7D65	fuk4B|2	f	uk	4B|2		
絥	U+7D65	beai3B|22	b	eai	3B|22		
給	U+7D66	kep4Aa|5	k	ep	4Aa|5		
絧	U+7D67	dung3B|22	d	ung	3B|22		
絨	U+7D68	jung2A|35	j	ung	2A|35		
絨	U+7D68	jung1B|21	j	ung	1B|21		
絩	U+7D69	tiu3A|33	t	iu	3A|33		
絪	U+7D6A	jen1A|55	j	en	1A|55		
絫	U+7D6B	loei2B|13	l	oei	2B|13		
絬	U+7D6C	sit4Ab|3	s	it	4Ab|3		
絭	U+7D6D	gyun3A|33	g	yun	3A|33		
絭	U+7D6D	hyun3A|33	h	yun	3A|33		
絮	U+7D6E	soei2B|13	s	oei	2B|13		
絮	U+7D6E	soei3B|22	s	oei	3B|22		
絯	U+7D6F	goi1A|55	g	oi	1A|55		
絰	U+7D70	dit4B|2	d	it	4B|2		
統	U+7D71	tung2A|35	t	ung	2A|35		
絲	U+7D72	si1A|55	s	i	1A|55		
絳	U+7D73	gong3A|33	g	ong	3A|33		
絴	U+7D74	ceong1B|21	c	eong	1B|21		
絵	U+7D75	kui2A|35	k	ui	2A|35		
絵	U+7D75	kwui2A|35	kw	ui	2A|35		
絶	U+7D76	zyut4B|2	z	yut	4B|2		
絷	U+7D77	zep4Aa|5	z	ep	4Aa|5		
絸	U+7D78	gan2A|35	g	an	2A|35		
絹	U+7D79	gyun3A|33	g	yun	3A|33		
絺	U+7D7A	ci1A|55	c	i	1A|55		
絻	U+7D7B	men3B|22	m	en	3B|22		
絻	U+7D7B	min2B|13	m	in	2B|13		
絼	U+7D7C	zi3B|22	z	i	3B|22		
絽	U+7D7D	loei2B|13	l	oei	2B|13		
絾	U+7D7E	sing1B|21	s	ing	1B|21		
絿	U+7D7F	keu1B|21	k	eu	1B|21		
綀	U+7D80	so1A|55	s	o	1A|55		
綁	U+7D81	bong2A|35	b	ong	2A|35		
綂	U+7D82	tung2A|35	t	ung	2A|35		
綃	U+7D83	siu1A|55	s	iu	1A|55		
綄	U+7D84	jyun1B|21	j	yun	1B|21		
綅	U+7D85	cim1A|55	c	im	1A|55		
綅	U+7D85	cem1A|55	c	em	1A|55		
綆	U+7D86	geng2A|35	g	eng	2A|35		
綇	U+7D87	seu2A|35	s	eu	2A|35		
綈	U+7D88	tei1B|21	t	ei	1B|21		
綈	U+7D88	tei3A|33	t	ei	3A|33		
綉	U+7D89	seu3A|33	s	eu	3A|33		
綊	U+7D8A	hap4B|2	h	ap	4B|2		
綋	U+7D8B	weng1B|21	w	eng	1B|21		
綌	U+7D8C	gwik4Aa|5	gw	ik	4Aa|5		
綍	U+7D8D	fet4Aa|5	f	et	4Aa|5		
綎	U+7D8E	ting1A|55	t	ing	1A|55		
綎	U+7D8E	ting1B|21	t	ing	1B|21		
綏	U+7D8F	soei1A|55	s	oei	1A|55		
綐	U+7D90	doei3B|22	d	oei	3B|22		
綑	U+7D91	kwen2A|35	kw	en	2A|35		
綒	U+7D92	fu1A|55	f	u	1A|55		
經	U+7D93	ging1A|55	g	ing	1A|55		
綔	U+7D94	wu3B|22	w	u	3B|22		
綕	U+7D95	zik4Aa|5	z	ik	4Aa|5		
綖	U+7D96	jin1B|21	j	in	1B|21		
綖	U+7D96	jin1A|55	j	in	1A|55		
綗	U+7D97	gwing2A|35	gw	ing	2A|35		
綘	U+7D98	fung1B|21	f	ung	1B|21		
継	U+7D99	gei3A|33	g	ei	3A|33		
続	U+7D9A	zuk4B|2	z	uk	4B|2		
綛	U+7D9B	jen2A|35	j	en	2A|35		
綜	U+7D9C	zung1A|55	z	ung	1A|55		
綜	U+7D9C	zung3A|33	z	ung	3A|33		
綝	U+7D9D	sem1A|55	s	em	1A|55		
綝	U+7D9D	lem1B|21	l	em	1B|21		
綞	U+7D9E	do2A|35	d	o	2A|35		
綟	U+7D9F	lit4B|2	l	it	4B|2		
綟	U+7D9F	lei3B|22	l	ei	3B|22		
綠	U+7DA0	luk4B|2	l	uk	4B|2		
綠	U+7DA0	luk	l	uk			
綡	U+7DA1	leong1B|21	l	eong	1B|21		
綢	U+7DA2	ceu1B|21	c	eu	1B|21		
綢	U+7DA2	ceu2A|35	c	eu	2A|35		
綣	U+7DA3	hyun3A|33	h	yun	3A|33		
綤	U+7DA4	siu3B|22	s	iu	3B|22		
綥	U+7DA5	keai1B|21	k	eai	1B|21		
綦	U+7DA6	keai1B|21	k	eai	1B|21		
綧	U+7DA7	zoen2A|35	z	oen	2A|35		
綨	U+7DA8	keai1B|21	k	eai	1B|21		
綩	U+7DA9	jyun2A|35	j	yun	2A|35		
綪	U+7DAA	sin3B|22	s	in	3B|22		
綪	U+7DAA	zeng1A|55	z	eng	1A|55		
綫	U+7DAB	sin3A|33	s	in	3A|33		
綬	U+7DAC	seu3B|22	s	eu	3B|22		
維	U+7DAD	wei1B|21	w	ei	1B|21		
綮	U+7DAE	hing3A|33	h	ing	3A|33		
綮	U+7DAE	kei2A|35	k	ei	2A|35		
綯	U+7DAF	tou1B|21	t	ou	1B|21		
綰	U+7DB0	wan2A|35	w	an	2A|35		
綱	U+7DB1	gong1A|55	g	ong	1A|55		
網	U+7DB2	mong2B|13	m	ong	2B|13		
網	U+7DB2	mong1A|55	m	ong	1A|55		
綳	U+7DB3	beng1A|55	b	eng	1A|55		
綳	U+7DB3	meng2A|35	m	eng	2A|35		
綳	U+7DB3	mang1A|55	m	ang	1A|55		
綴	U+7DB4	zoei3A|33	z	oei	3A|33		
綴	U+7DB4	zoei3B|22	z	oei	3B|22		
綴	U+7DB4	zyut4Ab|3	z	yut	4Ab|3		
綴	U+7DB4	zyut4B|2	z	yut	4B|2		
綵	U+7DB5	coi2A|35	c	oi	2A|35		
綶	U+7DB6	gwo2A|35	gw	o	2A|35		
綶	U+7DB6	go2A|35	g	o	2A|35		
綷	U+7DB7	coei3A|33	c	oei	3A|33		
綸	U+7DB8	loen1B|21	l	oen	1B|21		
綸	U+7DB8	gwan1A|55	gw	an	1A|55		
綹	U+7DB9	leu2B|13	l	eu	2B|13		
綺	U+7DBA	ji2A|35	j	i	2A|35		
綻	U+7DBB	zan3B|22	z	an	3B|22		
綼	U+7DBC	bik4Aa|5	b	ik	4Aa|5		
綽	U+7DBD	ceok4Ab|3	c	eok	4Ab|3		
綽	U+7DBD	cau1A|55	c	au	1A|55		
綾	U+7DBE	ling1B|21	l	ing	1B|21		
綿	U+7DBF	min1B|21	m	in	1B|21		
緀	U+7DC0	cei1A|55	c	ei	1A|55		
緁	U+7DC1	cip4Ab|3	c	ip	4Ab|3		
緁	U+7DC1	zip4Ab|3	z	ip	4Ab|3		
緁	U+7DC1	cep4Aa|5	c	ep	4Aa|5		
緂	U+7DC2	tam1A|55	t	am	1A|55		
緃	U+7DC3	zung1A|55	z	ung	1A|55		
緄	U+7DC4	gwen2A|35	gw	en	2A|35		
緅	U+7DC5	zeu1A|55	z	eu	1A|55		
緆	U+7DC6	sik4Aa|5	s	ik	4Aa|5		
緇	U+7DC7	zi1A|55	z	i	1A|55		
緈	U+7DC8	heng3B|22	h	eng	3B|22		
緉	U+7DC9	leong2B|13	l	eong	2B|13		
緊	U+7DCA	gen2A|35	g	en	2A|35		
緋	U+7DCB	feai1A|55	f	eai	1A|55		
緌	U+7DCC	joei1B|21	j	oei	1B|21		
緍	U+7DCD	men1B|21	m	en	1B|21		
緎	U+7DCE	wik4B|2	w	ik	4B|2		
総	U+7DCF	zung2A|35	z	ung	2A|35		
緐	U+7DD0	po1B|21	p	o	1B|21		
緐	U+7DD0	fan1B|21	f	an	1B|21		
緑	U+7DD1	luk4B|2	l	uk	4B|2		
緒	U+7DD2	soei2B|13	s	oei	2B|13		
緓	U+7DD3	jing1A|55	j	ing	1A|55		
緔	U+7DD4	seong2B|13	s	eong	2B|13		
緕	U+7DD5	cei1B|21	c	ei	1B|21		
緖	U+7DD6	soei2B|13	s	oei	2B|13		
緗	U+7DD7	seong1A|55	s	eong	1A|55		
緘	U+7DD8	gam1A|55	g	am	1A|55		
緘	U+7DD8	zin1A|55	z	in	1A|55		
緙	U+7DD9	kak4Aa|5	k	ak	4Aa|5		
緙	U+7DD9	kak4Ab|3	k	ak	4Ab|3		
線	U+7DDA	sin3A|33	s	in	3A|33		
線	U+7DDA	sin2A|35	s	in	2A|35		
緛	U+7DDB	jyun2B|13	j	yun	2B|13		
緜	U+7DDC	min1B|21	m	in	1B|21		
緝	U+7DDD	cep4Aa|5	c	ep	4Aa|5		
緞	U+7DDE	dyun3B|22	d	yun	3B|22		
緞	U+7DDE	dyun2A|35	d	yun	2A|35		
緟	U+7DDF	cung2B|13	c	ung	2B|13		
締	U+7DE0	dei3A|33	d	ei	3A|33		
締	U+7DE0	tei3A|33	t	ei	3A|33		
緡	U+7DE1	men1B|21	m	en	1B|21		
緢	U+7DE2	miu1B|21	m	iu	1B|21		
緣	U+7DE3	jyun1B|21	j	yun	1B|21		
緣	U+7DE3	jyun3B|22	j	yun	3B|22		
緤	U+7DE4	sit4Ab|3	s	it	4Ab|3		
緥	U+7DE5	bou2A|35	b	ou	2A|35		
緦	U+7DE6	si1A|55	s	i	1A|55		
緧	U+7DE7	ceu1A|55	c	eu	1A|55		
編	U+7DE8	pin1A|55	p	in	1A|55		
緩	U+7DE9	wun3B|22	w	un	3B|22		
緩	U+7DE9	wun1B|21	w	un	1B|21		
緪	U+7DEA	geng1A|55	g	eng	1A|55		
緪	U+7DEA	geng2A|35	g	eng	2A|35		
緫	U+7DEB	zung2A|35	z	ung	2A|35		
緬	U+7DEC	min2B|13	m	in	2B|13		
緭	U+7DED	wei3B|22	w	ei	3B|22		
緮	U+7DEE	fuk4B|2	f	uk	4B|2		
緯	U+7DEF	wei2B|13	w	ei	2B|13		
緰	U+7DF0	teu1B|21	t	eu	1B|21		
緱	U+7DF1	geu1A|55	g	eu	1A|55		
緲	U+7DF2	miu2B|13	m	iu	2B|13		
緳	U+7DF3	kit4Ab|3	k	it	4Ab|3		
練	U+7DF4	lin3B|22	l	in	3B|22		
緵	U+7DF5	zung1A|55	z	ung	1A|55		
緶	U+7DF6	pin1B|21	p	in	1B|21		
緶	U+7DF6	bin1A|55	b	in	1A|55		
緷	U+7DF7	wen3B|22	w	en	3B|22		
緸	U+7DF8	jen1A|55	j	en	1A|55		
緹	U+7DF9	tei1B|21	t	ei	1B|21		
緺	U+7DFA	gwa1A|55	gw	a	1A|55		
緻	U+7DFB	zi3A|33	z	i	3A|33		
緼	U+7DFC	wen3A|33	w	en	3A|33		
緼	U+7DFC	wen1A|55	w	en	1A|55		
緽	U+7DFD	cing1A|55	c	ing	1A|55		
緾	U+7DFE	cin1B|21	c	in	1B|21		
緿	U+7DFF	doi3B|22	d	oi	3B|22		
縀	U+7E00	dyun3B|22	d	yun	3B|22		
縁	U+7E01	jyun1B|21	j	yun	1B|21		
縂	U+7E02	zung2A|35	z	ung	2A|35		
縃	U+7E03	soei1A|55	s	oei	1A|55		
縄	U+7E04	sing1B|21	s	ing	1B|21		
縅	U+7E05	wei1A|55	w	ei	1A|55		
縆	U+7E06	geng1A|55	g	eng	1A|55		
縆	U+7E06	geng2A|35	g	eng	2A|35		
縇	U+7E07	syun1A|55	s	yun	1A|55		
縈	U+7E08	jing1B|21	j	ing	1B|21		
縉	U+7E09	zoen3A|33	z	oen	3A|33		
縊	U+7E0A	ei3A|33		ei	3A|33		
縊	U+7E0A	ngei3A|33	ng	ei	3A|33		
縋	U+7E0B	zoei3B|22	z	oei	3B|22		
縌	U+7E0C	jik4B|2	j	ik	4B|2		
縍	U+7E0D	bong1A|55	b	ong	1A|55		
縎	U+7E0E	gwet4Aa|5	gw	et	4Aa|5		
縏	U+7E0F	pun1B|21	p	un	1B|21		
縐	U+7E10	zeu3A|33	z	eu	3A|33		
縑	U+7E11	gim1A|55	g	im	1A|55		
縒	U+7E12	ci1A|55	c	i	1A|55		
縓	U+7E13	cyun1B|21	c	yun	1B|21		
縓	U+7E13	cyun3A|33	c	yun	3A|33		
縔	U+7E14	song2A|35	s	ong	2A|35		
縕	U+7E15	wen3A|33	w	en	3A|33		
縕	U+7E15	wen1A|55	w	en	1A|55		
縖	U+7E16	het4B|2	h	et	4B|2		
